Master Filename,Level of Description,Title,Date,Scope and Contents,Creator,Associated Person (Machine Generated),Subject,Location,Format of Material,Language,Cybernetic Classification (Machine Generated),Classification Certainty (Machine Generated),Machine-extracted Feature (Machine Generated),Overall Sentiment (Machine Generated),Percent Positive Sentiment (Machine Generated),Percent Negative Sentiment (Machine Generated),Percent Neutral Sentiment (Machine Generated),Rights,Parent Collection,Repository,Collection Identifier
1106026_22_Maturana1_1962_73.pdf,File,"Maturana, Humberto & Maria Montanez, 1962, 1965-73 (1 of 4)",1965-1973||1962,"Papers of Heinz von Foerster (1911-2002), professor of electrical engineering (1949-74) and biophysics (1962-74) and director of Biological Computer Laboratory (BCL) (1958-74) including correspondence relating to cybernetics, BCL, futurism, alternative living, cognitive processes, artificial intelligence, artificial language. Correspondents include W. Ross Ashby, Murray Babcock, Stafford Beer, Herbert Brun, Paul Drake, Victor Frankl, Erich Fromm, Herbert Goldhor, Gottard Gunther, Ivan Illich, Howard Lawler, John Lilly, Lars Lofgren, Warren McCulloch, Humberto Maturana, Margaret Mead, Gordon Pask, Rowena Swanson, Stuart Umpleby and Mrs. Norbert Wiener.","Maturana, Humberto R.||Simon, John K.||McVittie, G.C.||Carter, H.E.||Prosser, Ladd||von Foerster, Heinz",Plato||Pitts||McCulloch||Maturana||Lettvin,"reality||biology||Miller professorship||perception||nervous system||McCulloch, Warren Sturgis, 1898-1969",London (England)||Urbana (IL)||Santiago (Chile)||Cambridge (MA),Correspondence,eng,Personal,"Personal, 100.00%||Math, 0.00%||Psychology, 0.00%||Machines, 0.00%",Pitts||McCulloch||Maturana||Lettvin||Biological||Society||American||Vision||Technology||Sun||Signal||Program||Noise||network||Network||Nerve||Moon||Hear||Hand||Function||Frog||Eye||Ear||Computer||Code||Cat||Brain||Animal||State||variety||Purpose||Open||Visual||Neural||Goal||Communication||Allo||Variety||Value||Understanding||Scientific||Science||Reality||Process||Physiology||Physics||Perception||Organization||Order||Observing||System||Nervous||Model||Mind||Meaning||Mechanism||Mathematics||Man||Learning||Law||Laboratory||Knowledge||Institution||Information||Interdisciplinary||Nature||World||Methods||Hypothesis||Human||Future||Freedom||Flow||Experimental||Experiment||Evolution||Environment||Engineering||Doubt||Domain||Design||Culture||Conversation||Theory||Control||Concept||Cognition||effect||Cause||Biology||Auto||Art||Anatomy||Action||Structure||Space||Truth||Theoretical||Time||Thinking||Systems,1,15.2,3.5,81.3,In Copyright - Educational Use Permitted&&<http://rightsstatements.org/vocab/InC-EDU/1.0/>,"Heinz von Foerster Papers, 1925-2000",University of Illinois at Urbana-Champaign. University Archives,11/6/26
1106026_22_Maturana2_1962_73.pdf,File,"Maturana, Humberto & Maria Montanez, 1962, 1965-73 (2 of 4)",1965-1973||1962,"Papers of Heinz von Foerster (1911-2002), professor of electrical engineering (1949-74) and biophysics (1962-74) and director of Biological Computer Laboratory (BCL) (1958-74) including correspondence relating to cybernetics, BCL, futurism, alternative living, cognitive processes, artificial intelligence, artificial language. Correspondents include W. Ross Ashby, Murray Babcock, Stafford Beer, Herbert Brun, Paul Drake, Victor Frankl, Erich Fromm, Herbert Goldhor, Gottard Gunther, Ivan Illich, Howard Lawler, John Lilly, Lars Lofgren, Warren McCulloch, Humberto Maturana, Margaret Mead, Gordon Pask, Rowena Swanson, Stuart Umpleby and Mrs. Norbert Wiener.","Montanez, Maria",Maturana,,Santiago (Chile),Correspondence,eng,Personal,"Personal, 53.15%||Psychology, 30.98%||Math, 14.72%||Machines, 1.16%",Maturana||Sun||Signal||Program||Ear||Disorder||Time||Science||Order||Biology||Auto||Art,0.807,5.1,0,94.9,In Copyright - Educational Use Permitted&&<http://rightsstatements.org/vocab/InC-EDU/1.0/>,"Heinz von Foerster Papers, 1925-2000",University of Illinois at Urbana-Champaign. University Archives,11/6/26
1106026_22_Maturana3_1962_73.pdf,File,"Maturana, Humberto & Maria Montanez, 1962, 1965-73 (3 of 4)",1965-1973||1962,"Papers of Heinz von Foerster (1911-2002), professor of electrical engineering (1949-74) and biophysics (1962-74) and director of Biological Computer Laboratory (BCL) (1958-74) including correspondence relating to cybernetics, BCL, futurism, alternative living, cognitive processes, artificial intelligence, artificial language. Correspondents include W. Ross Ashby, Murray Babcock, Stafford Beer, Herbert Brun, Paul Drake, Victor Frankl, Erich Fromm, Herbert Goldhor, Gottard Gunther, Ivan Illich, Howard Lawler, John Lilly, Lars Lofgren, Warren McCulloch, Humberto Maturana, Margaret Mead, Gordon Pask, Rowena Swanson, Stuart Umpleby and Mrs. Norbert Wiener.","Kuffler, Stephen W.||Prosser, Ladd||Maturana, Humberto R.||Gruberg, Edward||von Foerster, Heinz",Plato||Pitts||Varela||Mead||McCulloch||Maturana||Lettvin,reality||biology||Miller professorship,Boston (MA)||Cambridge (MA)||Urbana (IL)||Washington (D.C.),Correspondence,eng,Personal,"Personal, 100.00%||Psychology, 0.00%||Math, 0.00%||Machines, 0.00%",Varela||Pitts||Mead||McCulloch||Maturana||Lettvin||Biological||Vision||Technology||Sun||Signal||Program||network||Network||Nerve||Hear||Hand||Function||Frog||Eye||Ear||Computer||Cat||Brain||Animal||State||Purpose||Visual||Neural||Communication||Allo||Value||Theoretical||Time||Systems||Scientific||Science||Reality||Process||Physiology||Physics||Perception||Organization||Model||Mechanism||Man||Learning||Laboratory||Knowledge||Information||Interdisciplinary||Nature||World||Hypothesis||Human||Experimental||Experiment||Evolution||Error||Engineering||Domain||Design||Theory||Control||Concept||effect||Cause||Biology||Being||Behavior||Art||Anatomy||Action||System||Nervous||Order||Observation,0.9998,12.5,3.3,84.2,In Copyright - Educational Use Permitted&&<http://rightsstatements.org/vocab/InC-EDU/1.0/>,"Heinz von Foerster Papers, 1925-2000",University of Illinois at Urbana-Champaign. University Archives,11/6/26
1106026_22_Meves_1965.pdf,File,"Meves, Hans, 1965",1965,"Papers of Heinz von Foerster (1911-2002), professor of electrical engineering (1949-74) and biophysics (1962-74) and director of Biological Computer Laboratory (BCL) (1958-74) including correspondence relating to cybernetics, BCL, futurism, alternative living, cognitive processes, artificial intelligence, artificial language. Correspondents include W. Ross Ashby, Murray Babcock, Stafford Beer, Herbert Brun, Paul Drake, Victor Frankl, Erich Fromm, Herbert Goldhor, Gottard Gunther, Ivan Illich, Howard Lawler, John Lilly, Lars Lofgren, Warren McCulloch, Humberto Maturana, Margaret Mead, Gordon Pask, Rowena Swanson, Stuart Umpleby and Mrs. Norbert Wiener.","Meves, Hans||Abbott, Bernard C.",,,,Correspondence,eng,Personal,"Personal, 93.83%||Psychology, 3.60%||Math, 2.52%||Machines, 0.06%",,,,,,In Copyright - Educational Use Permitted&&<http://rightsstatements.org/vocab/InC-EDU/1.0/>,"Heinz von Foerster Papers, 1925-2000",University of Illinois at Urbana-Champaign. University Archives,11/6/26
1106026_22_Michael_1974.pdf,File,"Michael, Patricia, 1974",1974,"Papers of Heinz von Foerster (1911-2002), professor of electrical engineering (1949-74) and biophysics (1962-74) and director of Biological Computer Laboratory (BCL) (1958-74) including correspondence relating to cybernetics, BCL, futurism, alternative living, cognitive processes, artificial intelligence, artificial language. Correspondents include W. Ross Ashby, Murray Babcock, Stafford Beer, Herbert Brun, Paul Drake, Victor Frankl, Erich Fromm, Herbert Goldhor, Gottard Gunther, Ivan Illich, Howard Lawler, John Lilly, Lars Lofgren, Warren McCulloch, Humberto Maturana, Margaret Mead, Gordon Pask, Rowena Swanson, Stuart Umpleby and Mrs. Norbert Wiener.","von Foerster, Heinz||Michael, Patricia",,,,Correspondence,eng,Math,"Math, 35.44%||Machines, 24.54%||Psychology, 20.11%||Personal, 19.91%",,-0.2732,0,8,92,In Copyright - Educational Use Permitted&&<http://rightsstatements.org/vocab/InC-EDU/1.0/>,"Heinz von Foerster Papers, 1925-2000",University of Illinois at Urbana-Champaign. University Archives,11/6/26
1106026_22_Mell_1968.pdf,File,"Mell, Wolf-Dieter, 1968",1968,"Papers of Heinz von Foerster (1911-2002), professor of electrical engineering (1949-74) and biophysics (1962-74) and director of Biological Computer Laboratory (BCL) (1958-74) including correspondence relating to cybernetics, BCL, futurism, alternative living, cognitive processes, artificial intelligence, artificial language. Correspondents include W. Ross Ashby, Murray Babcock, Stafford Beer, Herbert Brun, Paul Drake, Victor Frankl, Erich Fromm, Herbert Goldhor, Gottard Gunther, Ivan Illich, Howard Lawler, John Lilly, Lars Lofgren, Warren McCulloch, Humberto Maturana, Margaret Mead, Gordon Pask, Rowena Swanson, Stuart Umpleby and Mrs. Norbert Wiener.","von Foerster, Heinz||Mell, Wolf-Dieter",,Biological Computer Laboratory (BCL),Braunschweig (Germany)||Urbana (IL),Correspondence,eng,Math,"Math, 80.20%||Personal, 9.49%||Machines, 5.58%||Psychology, 4.73%",Biological||Sun||Ear||Computer||Cat||Purpose||Open||Time||Physics||System||Man||Laboratory||Future||Engineering,0.9963,26.4,1.1,72.5,In Copyright - Educational Use Permitted&&<http://rightsstatements.org/vocab/InC-EDU/1.0/>,"Heinz von Foerster Papers, 1925-2000",University of Illinois at Urbana-Champaign. University Archives,11/6/26
1106026_22_Mittelstaedt_1957_73.pdf,File,"Mittelstaedt, Horst, 1957, 1961-62, 1971-72",1971-1972||1961-1962||1957,"Papers of Heinz von Foerster (1911-2002), professor of electrical engineering (1949-74) and biophysics (1962-74) and director of Biological Computer Laboratory (BCL) (1958-74) including correspondence relating to cybernetics, BCL, futurism, alternative living, cognitive processes, artificial intelligence, artificial language. Correspondents include W. Ross Ashby, Murray Babcock, Stafford Beer, Herbert Brun, Paul Drake, Victor Frankl, Erich Fromm, Herbert Goldhor, Gottard Gunther, Ivan Illich, Howard Lawler, John Lilly, Lars Lofgren, Warren McCulloch, Humberto Maturana, Margaret Mead, Gordon Pask, Rowena Swanson, Stuart Umpleby and Mrs. Norbert Wiener.","Mittelstaedt, Horst",Wenner||Shannon||Macy,cybernetics||insects||control systems||entomology,Seewiessen (Germany)||Urbana (IL),Correspondence,eng||ger,Personal,"Personal, 100.00%||Math, 0.00%||Psychology, 0.00%||Machines, 0.00%",Understanding||Truth||Theoretical||Time||Systems||Structure||Space||Representation||Process||Physiology||Physics||Perception||Paradox||Organization||Organism||Order||System||Nervous||Model||Mind||Memory||Mechanism||Manuscript||Man||Learning||Law||Knowledge||Information||Intelligence||Methods||Hypothesis||Human||Future||Flow||Experimental||Experiment||Error||Environment||Doubt||Description||Theory||Control||Concept||Cognition||effect||Cause||Being||Behavior||Auto||Art||Action||Visual||Neural||Homeostasis||Goal||Feedback||Network||Nerve||Map||Hear||Hand||Game||Function||Eye||Earth||Wenner||Shannon||Macy||Biological||American||Vision||Tool||Technology||Sun||Signal||Reflex||Program||network||Eigen||Cybernetics||Communication||intelligence||Artificial||Allo||Adaptation||Value||Ear||Computer||Component||Circuit||Cat||Brain||Animal||State||Stability||Requisite||Open,-1,2.2,14.8,83.1,In Copyright - Educational Use Permitted&&<http://rightsstatements.org/vocab/InC-EDU/1.0/>,"Heinz von Foerster Papers, 1925-2000",University of Illinois at Urbana-Champaign. University Archives,11/6/26
1106026_22_Marczynzski_1971_72.pdf,File,"Marczynski, Thaddeus, 1971-72",1971-1972,"Papers of Heinz von Foerster (1911-2002), professor of electrical engineering (1949-74) and biophysics (1962-74) and director of Biological Computer Laboratory (BCL) (1958-74) including correspondence relating to cybernetics, BCL, futurism, alternative living, cognitive processes, artificial intelligence, artificial language. Correspondents include W. Ross Ashby, Murray Babcock, Stafford Beer, Herbert Brun, Paul Drake, Victor Frankl, Erich Fromm, Herbert Goldhor, Gottard Gunther, Ivan Illich, Howard Lawler, John Lilly, Lars Lofgren, Warren McCulloch, Humberto Maturana, Margaret Mead, Gordon Pask, Rowena Swanson, Stuart Umpleby and Mrs. Norbert Wiener.","von Foerster, Heinz||Marczynski, Thaddeus J.",Wiener,,Chicago (IL)||Urbana (IL),Correspondence,eng,Personal,"Personal, 70.26%||Math, 16.35%||Psychology, 8.75%||Machines, 4.63%",Wiener||Function||Ear||Computer||Code||Cat||State||Allo||Value||Time||Order||Laboratory||Methods||Engineering||Concept||Auto||Art,0.9964,12,4.4,83.6,In Copyright - Educational Use Permitted&&<http://rightsstatements.org/vocab/InC-EDU/1.0/>,"Heinz von Foerster Papers, 1925-2000",University of Illinois at Urbana-Champaign. University Archives,11/6/26
1106026_22_Martin1_1970_73.pdf,File,"Martin, Robert, 1970-73 (1 of 2)",1970-1973,"Papers of Heinz von Foerster (1911-2002), professor of electrical engineering (1949-74) and biophysics (1962-74) and director of Biological Computer Laboratory (BCL) (1958-74) including correspondence relating to cybernetics, BCL, futurism, alternative living, cognitive processes, artificial intelligence, artificial language. Correspondents include W. Ross Ashby, Murray Babcock, Stafford Beer, Herbert Brun, Paul Drake, Victor Frankl, Erich Fromm, Herbert Goldhor, Gottard Gunther, Ivan Illich, Howard Lawler, John Lilly, Lars Lofgren, Warren McCulloch, Humberto Maturana, Margaret Mead, Gordon Pask, Rowena Swanson, Stuart Umpleby and Mrs. Norbert Wiener.","von Foerster, Heinz||Martin, Robert",Walter||Shannon,communication,Jacksonville (IL)||Urbana (IL),Correspondence,eng,Personal,"Personal, 100.00%||Math, 0.00%||Psychology, 0.00%||Machines, 0.00%",network||Network||Hear||Cat||Brain||Algorithm||State||variety||Purpose||Open||Visual||Goal||Cybernetics||Communication||intelligence||Artificial||Allo||Variety||Value||Understanding||Theoretical||Time||Thinking||Systems||Structure||Space||Science||Representation||Process||Physiology||Physics||Perception||Organization||Organism||Order||System||Model||Meaning||Mechanism||Mathematics||Man||Magic||Laboratory||Knowledge||Information||Intelligent||Intelligence||Human||Experimental||Experiment||Evolution||Environment||Engineering||Design||Description||Conversation||Theory||Construction||Concept||Cognition||effect||Cause||Behavior||Auto||Art||Action||Function||Eye||Ear||Computer||Code||Program||Walter||Shannon||Biological||Society||Technology||Sun||Signal,0.9988,8.4,4.4,87.2,In Copyright - Educational Use Permitted&&<http://rightsstatements.org/vocab/InC-EDU/1.0/>,"Heinz von Foerster Papers, 1925-2000",University of Illinois at Urbana-Champaign. University Archives,11/6/26
1106026_22_Monod_1971.pdf,File,"Monod, Jacques, 1971",1971,"Papers of Heinz von Foerster (1911-2002), professor of electrical engineering (1949-74) and biophysics (1962-74) and director of Biological Computer Laboratory (BCL) (1958-74) including correspondence relating to cybernetics, BCL, futurism, alternative living, cognitive processes, artificial intelligence, artificial language. Correspondents include W. Ross Ashby, Murray Babcock, Stafford Beer, Herbert Brun, Paul Drake, Victor Frankl, Erich Fromm, Herbert Goldhor, Gottard Gunther, Ivan Illich, Howard Lawler, John Lilly, Lars Lofgren, Warren McCulloch, Humberto Maturana, Margaret Mead, Gordon Pask, Rowena Swanson, Stuart Umpleby and Mrs. Norbert Wiener.","Monod, Jacques",Plato||Newton||Bergson,philosophy||biology,,Correspondence,eng,Personal,"Personal, 99.92%||Psychology, 0.05%||Math, 0.03%||Machines, 0.00%",Purpose||Order||Open||Visual||Information||Complexity||Auto||intelligence||Allo||Adaptive||Woman||Value||Truth||Theory||Time||Thinking||Systems||System||Synthesis||Structure||Scientific||Science||Representation||Reality||Control||Process||Physics||Organization||Organism||Observation||Model||Mind||Metaphysics||Mechanism||Manuscript||Man||Law||Knowledge||Institution||Intelligence||Nature||World||Methods||Human||Future||Evolution||Ethics||Error||Environment||Doubt||Design||Culture||Consciousness||Cognition||effect||Cause||Biology||Belief||Being||Art||Action||Bergson||Biological||Society||American||Vision||Sun||Program||Moon||Machine||Hear||Hand||Game||Function||Frog||Eye||Ear||Component||Code||Trivial||State||Stability||Cat,0.9997,17.3,9.3,73.5,In Copyright - Educational Use Permitted&&<http://rightsstatements.org/vocab/InC-EDU/1.0/>,"Heinz von Foerster Papers, 1925-2000",University of Illinois at Urbana-Champaign. University Archives,11/6/26
1106026_22_Meadows_1972.pdf,File,"Meadows, Dennis, 1972",1972,"Papers of Heinz von Foerster (1911-2002), professor of electrical engineering (1949-74) and biophysics (1962-74) and director of Biological Computer Laboratory (BCL) (1958-74) including correspondence relating to cybernetics, BCL, futurism, alternative living, cognitive processes, artificial intelligence, artificial language. Correspondents include W. Ross Ashby, Murray Babcock, Stafford Beer, Herbert Brun, Paul Drake, Victor Frankl, Erich Fromm, Herbert Goldhor, Gottard Gunther, Ivan Illich, Howard Lawler, John Lilly, Lars Lofgren, Warren McCulloch, Humberto Maturana, Margaret Mead, Gordon Pask, Rowena Swanson, Stuart Umpleby and Mrs. Norbert Wiener.","von Foerster, Heinz||Meadows, Dennis",,Science,Cambridge (MA)||Urbana (IL),Correspondence,eng,Personal,"Personal, 78.95%||Math, 20.86%||Psychology, 0.16%||Machines, 0.03%",,,,,,In Copyright - Educational Use Permitted&&<http://rightsstatements.org/vocab/InC-EDU/1.0/>,"Heinz von Foerster Papers, 1925-2000",University of Illinois at Urbana-Champaign. University Archives,11/6/26
1106026_22_Mendius_1974.pdf,File,"Mendius, Barbara, 1974",1974,"Papers of Heinz von Foerster (1911-2002), professor of electrical engineering (1949-74) and biophysics (1962-74) and director of Biological Computer Laboratory (BCL) (1958-74) including correspondence relating to cybernetics, BCL, futurism, alternative living, cognitive processes, artificial intelligence, artificial language. Correspondents include W. Ross Ashby, Murray Babcock, Stafford Beer, Herbert Brun, Paul Drake, Victor Frankl, Erich Fromm, Herbert Goldhor, Gottard Gunther, Ivan Illich, Howard Lawler, John Lilly, Lars Lofgren, Warren McCulloch, Humberto Maturana, Margaret Mead, Gordon Pask, Rowena Swanson, Stuart Umpleby and Mrs. Norbert Wiener.","Mendius, Barbara||von Foerster, Heinz",,Metagames,Hillside (IL)||Urbana (IL),Correspondence,eng,Math,"Math, 35.44%||Machines, 24.54%||Psychology, 20.11%||Personal, 19.91%",,0.6597,23.1,0,76.9,In Copyright - Educational Use Permitted&&<http://rightsstatements.org/vocab/InC-EDU/1.0/>,"Heinz von Foerster Papers, 1925-2000",University of Illinois at Urbana-Champaign. University Archives,11/6/26
